Sentence,JSON
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
An individual promotion also generated slightly higher-than-expected revenues .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"International sales rose by 59.8 % to EUR 1,244.4 mn .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit margin increased from 11.2 % to 11.7 % .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Sanoma Magazines ' net sales are estimated to grow in 2006 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The Department Store Division reported an increase in sales of 4 per cent .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
